Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","100","Inde","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","599470.430509","X","Sources internationales sûres",""
"MK","Indicateurs macro","100","Inde","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1917053.695705","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","249968.413218","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","912524.136718","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","155155.859192","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","539465.961433","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","23143.469235","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","234637.675129","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","164252.808159","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","238483.821653","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","11414.057526","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","16033.517403","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","126965.056571","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","292636.165524","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1574085.122752","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","2141315.327318","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","9430.240115","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","14286.521535","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4445659.44531","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","5155717.056271","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","10513.530867","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","34454.929577","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","30833.690826","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","236634.603928","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","17104.697954","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","55096.743583","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1921.528579","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","7335.033799","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","94.201435","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","185.105678","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","47873.988053","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","174167.626657","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1033.046679","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","2420.00133","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","11748.941015","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","30432.797633","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","19801.577179","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","46909.335135","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","529.063491","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1936","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","26235.922005","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","65825.571415","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3396.302748","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","6391.711429","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","18781.970092","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","46514.471182","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","29556.185286","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","61739.352212","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4946.289079","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","10817.71203","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","6354.960759","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","12423.555457","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","110202.368421","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","323276.281683","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3209.166776","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","5290.354704","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1052.121056","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","3295.00923","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4703.504354","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","13245.776666","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","5415.735009","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","10159.206957","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","52351.22275","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","106825.600094","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","6073.442659","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","12129.658758","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2051.147606","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","7223.071177","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","729335.024013","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1274443.916252","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","244.921665","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","317.2","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3522.288922","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","6553.688632","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1849.734484","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","12582.094621","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1720.707104","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","4464.52766","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","41.3","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","59.485185","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","6303.399758","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","16974.314402","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","10800.993569","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","66022.609949","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4811.962751","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","12129.445518","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","24.101093","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","118.178364","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","6464.691914","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","18227.220589","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","5304.48589","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","10982.988173","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3518.751998","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","10217.942435","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","104911.988428","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","514966.205496","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","228857.968094","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","522761.531915","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4904.335297","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","10148.497701","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","83910.383617","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","190784.384693","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","21633.708221","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","78555.637365","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","7834.565335","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","25713.233607","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","12056.702234","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","68997.174262","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","90990.621089","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","220268.616258","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","157.963","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","223.388391","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","3968","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","13515.5","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","13141.769599","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","45599.994005","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","5616.509038","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","21261.338048","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","8527.708862","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","38585.318041","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","578770.006048","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","876923.51885","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","58743.406219","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","201175.541637","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","83908.155047","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","271836.220873","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","217828.661057","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","521013.515295","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","4922.602247","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","6030.112753","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","75878.722302","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","102450","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","164855.784907","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","226369.502104","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","23533.791209","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","198727.642979","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","20857.553398","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","27016.195586","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1192.51345","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1691.064342","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","702714.874851","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1370795.179109","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2377.045542","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","9496.717702","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","8937.648681","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","32671.706985","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2184.279301","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","11942.233835","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","20389.120903","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","62661.707772","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","11051","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","16565.034101","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","14503.985345","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","46749.830038","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","59867.643355","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","190948.11068","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2051011.269894","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","2783251.090199","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","2138.91814","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","7818.927803","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","964.518306","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1664.818519","X","Sources internationales sûres",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","469.4","X","Sources internationales sûres",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","839.774074","X","Sources internationales sûres",""
"MK","Indicateurs macro","192","Saint-Marin","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1655.327594","X","Sources internationales sûres",""
"MK","Indicateurs macro","192","Saint-Marin","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1865.014772","X","Sources internationales sûres",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","481.803704","X","Sources internationales sûres",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","721.207407","X","Sources internationales sûres",""
"MK","Indicateurs macro","244","Samoa","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","330.770833","X","Sources internationales sûres",""
"MK","Indicateurs macro","244","Samoa","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","763.966019","X","Sources internationales sûres",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","96.343939","X","Sources internationales sûres",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","302.925497","X","Sources internationales sûres",""
"MK","Indicateurs macro","195","Sénégal","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","8875.670161","X","Sources internationales sûres",""
"MK","Indicateurs macro","195","Sénégal","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","19209.970131","X","Sources internationales sûres",""
"MK","Indicateurs macro","272","Serbie","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","22482.355561","X","Sources internationales sûres",""
"MK","Indicateurs macro","272","Serbie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","48394.267889","X","Sources internationales sûres",""
"MK","Indicateurs macro","196","Seychelles","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","846.384798","X","Sources internationales sûres",""
"MK","Indicateurs macro","196","Seychelles","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1328.08753","X","Sources internationales sûres",""
"MK","Indicateurs macro","197","Sierra Leone","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","1385.78548","X","Sources internationales sûres",""
"MK","Indicateurs macro","197","Sierra Leone","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","4920.343197","X","Sources internationales sûres",""
"MK","Indicateurs macro","200","Singapour","6110","Valeur US $","22008","Produit Intérieur Brut","2003","2003","millions","97646.382413","X","Sources internationales sûres",""
"MK","Indicateurs macro","200","Singapour","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","307576.360585","X","Sources internationales sûres",""
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","millions","1022.919497","X","Sources internationales sûres",""
