code_pays,pays,code_produit,produit,annee,dispo_int,alim_ani,semences,pertes,transfo,nourriture,autres_utilisations
32,Cameroun,2616,Bananes plantains,2013,3692000000.0,0.0,0.0,628000000.0,1846000000.0,1043000000.0,175000000.0
32,Cameroun,2617,Pommes,2013,8000000.0,0.0,0.0,0.0,0.0,8000000.0,0.0
32,Cameroun,2618,Ananas,2013,167000000.0,0.0,0.0,17000000.0,0.0,150000000.0,0.0
32,Cameroun,2619,Dattes,2013,1000000.0,0.0,0.0,0.0,0.0,1000000.0,0.0
32,Cameroun,2620,Raisin,2013,2000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0
32,Cameroun,2625,"Fruits, Autres",2013,231000000.0,0.0,0.0,29000000.0,0.0,203000000.0,0.0
32,Cameroun,2630,Café,2013,16000000.0,0.0,0.0,1000000.0,0.0,15000000.0,0.0
32,Cameroun,2633,Feve de Cacao,2013,66000000.0,0.0,0.0,55000000.0,0.0,11000000.0,0.0
32,Cameroun,2635,Thé,2013,13000000.0,0.0,0.0,0.0,0.0,13000000.0,0.0
32,Cameroun,2640,Poivre,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2641,Piments,2013,25000000.0,0.0,0.0,1000000.0,0.0,24000000.0,0.0
32,Cameroun,2642,Girofles,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2645,"Épices, Autres",2013,49000000.0,0.0,0.0,0.0,0.0,24000000.0,25000000.0
32,Cameroun,2655,Vin,2013,10000000.0,0.0,0.0,0.0,0.0,10000000.0,0.0
32,Cameroun,2656,Bière,2013,757000000.0,0.0,0.0,0.0,0.0,757000000.0,0.0
32,Cameroun,2657,Boissons Fermentés,2013,1296000000.0,0.0,0.0,66000000.0,0.0,934000000.0,295000000.0
32,Cameroun,2658,Boissons Alcooliques,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2659,"Alcool, non Comestible",2013,24000000.0,0.0,0.0,0.0,0.0,0.0,24000000.0
32,Cameroun,2680,Aliments pour enfants,2013,4000000.0,0.0,0.0,0.0,0.0,4000000.0,0.0
32,Cameroun,2731,Viande de Bovins,2013,93000000.0,0.0,0.0,0.0,0.0,93000000.0,0.0
32,Cameroun,2732,Viande d'Ovins/Caprins,2013,31000000.0,0.0,0.0,0.0,0.0,31000000.0,0.0
32,Cameroun,2733,Viande de Suides,2013,33000000.0,0.0,0.0,0.0,0.0,33000000.0,0.0
32,Cameroun,2734,Viande de Volailles,2013,73000000.0,0.0,0.0,0.0,0.0,73000000.0,0.0
32,Cameroun,2735,"Viande, Autre",2013,67000000.0,0.0,0.0,0.0,0.0,67000000.0,0.0
32,Cameroun,2736,Abats Comestible,2013,26000000.0,0.0,0.0,0.0,0.0,26000000.0,0.0
32,Cameroun,2737,Graisses Animales Crue,2013,9000000.0,0.0,0.0,0.0,0.0,7000000.0,2000000.0
32,Cameroun,2740,"Beurre, Ghee",2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2743,Crème,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2744,Oeufs,2013,16000000.0,0.0,6000000.0,2000000.0,0.0,9000000.0,0.0
32,Cameroun,2745,Miel,2013,4000000.0,0.0,0.0,0.0,0.0,4000000.0,0.0
32,Cameroun,2761,Poissons Eau Douce,2013,87000000.0,0.0,0.0,0.0,0.0,87000000.0,0.0
32,Cameroun,2762,Perciform,2013,55000000.0,0.0,0.0,0.0,0.0,55000000.0,0.0
32,Cameroun,2763,Poissons Pelagiques,2013,176000000.0,32000000.0,0.0,0.0,0.0,144000000.0,0.0
32,Cameroun,2764,"Poissons Marins, Autres",2013,41000000.0,0.0,0.0,0.0,0.0,41000000.0,0.0
32,Cameroun,2765,Crustacés,2013,14000000.0,0.0,0.0,0.0,0.0,14000000.0,0.0
32,Cameroun,2766,Cephalopodes,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2767,"Mollusques, Autres",2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2769,Animaux Aquatiques Autre,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2775,Plantes Aquatiques,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2781,Huiles de Poissons,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cameroun,2782,Huiles de Foie de Poisso,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
